operator,case_id,input_shape,dtype,attrs,value_range,note
BboxDecodeAndFilter,89,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.5, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case89-N512-bfloat16-thr0.5-clip512.0x1024.0
BboxDecodeAndFilter,90,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.01, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case90-N16-float32-thr0.01-clip1024.0x2048.0
BboxDecodeAndFilter,91,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.05, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case91-N32-float16-thr0.05-clip2048.0x256.0
BboxDecodeAndFilter,92,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.1, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case92-N64-bfloat16-thr0.1-clip256.0x640.0
BboxDecodeAndFilter,93,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.25, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case93-N128-float32-thr0.25-clip512.0x1024.0
BboxDecodeAndFilter,94,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.5, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case94-N256-float16-thr0.5-clip1024.0x2048.0
BboxDecodeAndFilter,95,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.01, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case95-N512-bfloat16-thr0.01-clip2048.0x256.0
BboxDecodeAndFilter,96,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.05, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case96-N16-float32-thr0.05-clip256.0x640.0
BboxDecodeAndFilter,97,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.1, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case97-N32-float16-thr0.1-clip512.0x1024.0
BboxDecodeAndFilter,98,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.25, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case98-N64-bfloat16-thr0.25-clip1024.0x2048.0
BboxDecodeAndFilter,99,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.5, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case99-N128-float32-thr0.5-clip2048.0x256.0
BboxDecodeAndFilter,100,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.01, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case100-N256-float16-thr0.01-clip256.0x640.0
